ID,Title
1774,closest dessert cost
1756,design recently used queue
1786,number restricted path first last node
1767,find subtasks execute
1793,maximum score good subarray
1815,maximum number group getting fresh donut
1802,maximum value given index bounded array
1807,evaluate bracket pair string
1806,minimum number operation reinitialize permutation
1794,count pair equal substring minimum difference
1824,minimum sideway jump
1810,minimum path cost hidden grid
1821,find customer positive revenue year
1850,minimum adjacent swap reach kth smallest number
1866,number way rearrange stick k stick visible
1896,minimum cost change final value expression
1858,longest word prefix
1883,minimum skip arrive meeting time
1899,merge triplet form target triplet
1874,minimize product sum two array
1906,minimum absolute difference query
1915,number wonderful substring
1891,cutting ribbon
1918,kth smallest subarray sum
1940,longest common subsequence sorted array
1924,erect fence ii
1966,binary searchable number unsorted array
1987,number unique good subsequence
1996,number weak character game
2018,check word placed crossword
2059,minimum operation convert number
2088,count fertile pyramid land
2076,process restricted friend request
2077,path maze lead room
2105,watering plant ii
2122,recover original array
2126,destroying asteroid
2135,count word obtained adding letter
2155,division highest score binary array
2128,remove one row column flip
2178,maximum split positive even integer
2167,minimum time remove car containing illegal good
2172,maximum sum array
2188,minimum time finish race
2209,minimum white tile covering carpet
2190,frequent number following key array
2174,remove one row column flip ii
2203,minimum weighted subgraph required path
2255,count prefix given string
2224,minimum number operation convert time
2267,check valid parenthesis string path
2241,design atm machine
2242,maximum score node sequence
2271,maximum white tile covered carpet
2280,minimum line represent line chart
2283,check number equal digit count digit value
2284,sender largest word count
2286,booking concert ticket group
2237,count position street required brightness
2254,design video sharing platform
2313,minimum flip binary tree get result
2315,count asterisk
2332,latest time catch bus
2349,design number container system
2350,shortest impossible sequence roll
2369,check valid partition array
2363,merge similar item
2392,build matrix condition
2345,finding number visible mountain
2459,sort array moving item empty space
2371,minimize maximum value grid
2424,longest uploaded prefix
2442,count number distinct integer reverse operation
2458,height binary tree subtree removal query
2476,closest node query binary search tree
2478,number beautiful partition
2531,make number distinct character equal
2556,disconnect path binary matrix one flip
2510,check path equal number
2589,minimum time complete task
2626,array reduce transformation
2831,find longest equal subarray
2689,extract kth character rope tree
2763,sum imbalance number subarrays
2728,count house circular street
2812,find safest path grid
2857,count pair point distance k
2851,string transformation
2842,count ksubsequences string maximum beauty
2878,get size dataframe
2919,minimum increment operation make array beautiful
2923,find champion
2924,find champion ii
2925,maximum score applying operation tree
2963,count number good partition
2936,number equal number block
2967,minimum cost make array equalindromic
3007,maximum number sum price less equal k
2982,find longest special substring occurs thrice ii
3027,find number way place people ii
3041,maximize consecutive element array modification
3044,frequent prime
3114,latest time obtain replacing character
3117,minimum sum value dividing array
3093,longest common suffix query
3137,minimum number operation make word kperiodic
3128,right triangle
3153,sum digit difference pair
2025,maximum number way partition array
2057,smallest index equal value
2103,ring rod
247,strobogrammatic number ii
2158,amount new area painted day
2184,number way build sturdy brick wall
2260,minimum consecutive card pick
302,smallest rectangle enclosing black pixel
2331,evaluate boolean binary tree
379,design phone directory
2367,number arithmetic triplet
447,number boomerang
458,poor pig
2407,longest increasing subsequence ii
2437,number valid clock time
482,license key formatting
522,longest uncommon subsequence ii
616,add bold tag string
659,split array consecutive subsequence
681,next closest time
685,redundant connection ii
2618,check object instance class
806,number line write string
807,max increase keep city skyline
497,random point nonoverlapping rectangle
963,minimum area rectangle ii
2863,maximum length semidecreasing subarrays
1361,validate binary tree node
1218,longest arithmetic subsequence given difference
1237,find positive integer solution given equation
3196,maximize total cost alternating subarrays
1296,divide array set k consecutive number
1377,frog position second
1442,count triplet form two array equal xor
1476,subrectangle query
1528,shuffle string
1605,find valid matrix given row column sum
1587,bank account summary ii
1616,split two string make palindrome
1825,finding mk average
1844,replace digit character
1884,egg drop egg n floor
709,lower case
2045,second minimum time reach destination
2678,number senior citizen
745,prefix suffix search
2955,number sameend substring
3054,binary tree node
770,basic calculator iv
592,fraction addition subtraction
2699,modify graph edge weight
3277,maximum xor score subarray query
3282,reach end array max score
2985,calculate compressed mean
3287,find maximum sequence value array
2991,top three winery
2987,find expensive city
2989,class performance
2990,loan type
3275,kth nearest obstacle query
2995,viewer turned streamer
3008,find beautiful index given array ii
2521,distinct prime factor product array
3165,maximum sum subsequence nonadjacent element
3312,sorted gcd pair query
3248,snake matrix
883,projection area shape
1348,tweet count per frequency
2263,make array nondecreasing nonincreasing
3283,maximum number move kill pawn
3319,kth largest perfect subtree size binary tree
3327,check dfs string palindrome
3337,total character string transformation ii
3325,count substring kfrequency character
3097,shortest subarray least k ii
3350,adjacent increasing subarrays detection ii
3351,sum good subsequence
1185,day week
364,nested list weight sum ii
423,reconstruct original digit english
3184,count pair form complete day
3380,maximum area rectangle point constraint
2891,method chaining
2886,change data type
1704,determine string half alike
3316,find maximum removal source string
3203,find minimum diameter merging two tree
192,word frequency
3270,find key number
1712,way split array three subarrays
3387,maximize amount two day conversion
3410,maximize subarray sum removing occurrence one element
1252,cell odd value matrix
1154,day year
3419,minimize maximum edge weight graph
3420,count nondecreasing subarrays k operation
2425,bitwise xor pairing
1156,swap longest repeated character substring
3409,longest subsequence decreasing adjacent difference
3389,minimum operation make character frequency equal
3258,count substring satisfy kconstraint
3280,convert date binary
1855,maximum distance pair value
1340,jump game v
1678,goal parser interpretation
2306,naming company
3158,find xor number appear twice
3285,find index stable mountain
2888,reshape data concatenate
3472,longest palindromic subsequence k operation
2335,minimum amount time fill cup
3468,find number copy array
3481,apply substitution
3271,hash divided string
3398,smallest substring identical character
1227,airplane seat assignment probability
3185,count pair form complete day ii
2731,movement robot
1407,top traveller
1873,calculate special bonus
3303,find occurrence first almost equal substring
3149,find minimum cost array permutation
2818,apply operation maximize score
3240,minimum number flip make binary grid palindromic ii
2572,count number squarefree subset
2069,walking robot simulation ii
1952,three divisor
2573,find string lcp
3489,zero array transformation iv
2727,object empty
2999,count number powerful integer
3272,find count good integer
2277,closest node path tree
3486,longest special path ii
3523,make array nondecreasing
3532,path existence query graph
2614,prime diagonal
3529,count cell overlapping horizontal vertical substring
999,available capture rook
1537,get maximum score
3537,fill special grid
3538,merge operation minimum travel time
3343,count number balanced permutation
3551,minimum swap sort digit sum
1374,generate string character odd count
3536,maximum product two digit
1890,latest login
3372,maximize number target node connecting tree
972,equal rational number
3373,maximize number target node connecting tree ii
1563,stone game v
3361,shift distance two string
1239,maximum length concatenated string unique character
3574,maximize subarray gcd score
1787,make xor segment equal zero
499,maze iii
1995,count special quadruplet
1349,maximum student taking exam
822,card flipping game
3585,find weighted median node tree
3593,minimum increment equalize leaf path
3592,inverse coin change
3049,earliest second mark index ii
1755,closest subsequence sum
1402,reducing dish
2233,maximum product k increment
3597,partition string
467,unique substring wraparound string
3503,longest palindrome substring concatenation
811,subdomain visit count
466,count repetition
1985,find kth largest integer array
1416,restore array
3625,count number trapezoid ii
3417,zigzag grid traversal skip
3619,count island total value divisible k
3589,count primegap balanced subarrays
194,transpose file
3630,partition array maximum xor
3646,next special palindrome number
1473,paint house iii
1837,sum digit base k
2156,find substring given hash value
3659,partition array kdistinct group
2996,smallest missing integer greater sequential prefix sum
3320,count number winning sequence
3671,sum beautiful subsequence
3411,maximum subarray equal product
3686,number stable subsequence
3238,find number winning player
3685,subsequence sum capping element
1263,minimum move move box target location
3534,path existence query graph ii
3665,twisted mirror path count
2433,find original array prefix xor
2148,count element strictly smaller greater element
3382,maximum area rectangle point constraint ii
1486,xor operation array
3504,longest palindrome substring concatenation ii
3695,maximize alternating sum using swap
3698,split array minimum difference
2651,calculate delayed arrival time
156,binary tree upside
2529,maximum count positive integer negative integer
2056,number valid move combination chessboard
2595,number even odd bit
1964,find longest valid obstacle course position
3492,maximum container ship
3738,longest nondecreasing subarray replacing one element
3421,find student improved
915,partition array disjoint interval
2164,sort even odd index independently
3747,count distinct integer removing zero
2659,make array empty
3550,smallest index digit sum equal index
3756,concatenate nonzero digit multiply sum ii
1949,strong friendship
3751,total waviness number range
3770,largest prime consecutive prime sum
3614,process string special operation ii
3606,coupon code validator
2778,sum square special element
3562,maximum profit trading stock discount
2496,maximum value string array
3499,maximize active section trade
2625,flatten deeply nested array
2630,memoize ii
3545,minimum deletion k distinct character
2791,count path form palindrome tree
3803,count residue prefix
3805,count caesar cipher pair
2225,find player zero one loss
3815,design auction system
1191,kconcatenation maximum sum
1641,count sorted vowel string
3821,find nth smallest integer k one bit
3599,partition array minimize xor
3824,minimum k reduce array within limit
2269,find kbeauty number
1796,second largest digit string
3475,dna pattern recognition
3586,find covid recovery patient
3732,maximum product three element one replacement
3336,find number subsequence equal gcd
2358,maximum number group entering competition
3850,count sequence k
3858,minimum bitwise grid
3643,flip square submatrix vertically
1318,minimum flip make b equal c
3548,equal sum grid partition ii
3490,count beautiful number
2368,reachable node restriction
2715,timeout cancellation
3882,minimum xor path grid
3896,minimum operation transform array alternating prime
3894,traffic signal color
2400,number way reach position exactly k step
3448,count substring divisible last digit
3862,find smallest balanced index
3723,maximize sum square digit
3900,longest balanced substring one swap
1391,check valid path grid
3742,maximum path score grid
2553,separate digit array
3569,maximize count distinct prime split
654,maximum binary tree
3932,count kth root range
3935,power update kth largest insertion
1073,adding two negabinary number
1253,reconstruct row binary matrix
2998,minimum number operation make x equal
1097,game play analysis v
534,game play analysis iii
2745,construct longest new string
1324,print word vertically
3878,count good subarrays
3143,maximum point inside square
3051,find candidate data scientist position
3052,maximize item
1505,minimum possible integer k adjacent swap digit
3003,maximize number partition operation
927,three equal part
660,remove
2508,add edge make degree node even
1566,detect pattern length repeated k time
1702,maximum binary string change
1063,number valid subarrays
2904,shortest lexicographically smallest beautiful string
2907,maximum profitable triplet increasing price
2921,maximum profitable triplet increasing price ii
3096,minimum level gain point
1208,get equal substring within budget
3107,minimum operation make median array equal k
3145,find product element big array
3175,find first player win k game row
2432,employee worked longest task
1355,activity participant
2455,average value even number divisible three
2580,count way group overlapping range
2451,odd string difference
1974,minimum time type word using special typewriter
2038,remove colored piece neighbor color
3295,report spam message
3402,minimum operation make column strictly increasing
1604,alert using keycard three time one hour period
985,sum even number query
2547,minimum cost split array
2133,check every row column contains number
3334,find maximum factor score array
3265,count almost equal pair
1946,largest number mutating substring
1124,longest wellperforming interval
2382,maximum segment sum removal
2445,number node value one
1540,convert string k move
2612,minimum reverse operation
2829,determine minimum sum kavoiding array
1798,maximum number consecutive value make
2827,number beautiful integer range
2834,find minimum possible sum beautiful array
1872,stone game viii
3457,eat pizza
3467,transform array parity
3575,maximum good subtree score
3539,find sum array product magical sequence
3901,good subsequence query
2526,find consecutive integer data stream
2234,maximum total beauty garden
3148,maximum difference score grid
3088,make string antipalindrome
2453,destroy sequential target
2489,number substring fixed ratio
3376,minimum time break lock
3385,minimum time break lock ii
634,find derangement array
2809,minimum time make array sum x
2085,count common word one occurrence
1418,display table food order restaurant
1812,determine color chessboard square
1843,suspicious bank account
3216,lexicographically smallest string swap
1629,slowest key
3818,minimum prefix removal make array strictly increasing
2374,node highest edge score
3515,shortest path weighted tree
3842,toggle light bulb
2212,maximum point archery competition
1210,minimum move reach target rotation
3584,maximum product first last element subsequence
3079,find sum encrypted integer
478,generate random point circle
1663,smallest string given numeric value
1951,pair maximum number common follower
245,shortest word distance iii
254,factor combination
2472,maximum number nonoverlapping palindrome substring
2431,maximize total tastiness purchased fruit
2532,time cross bridge
671,second minimum node binary tree
1107,new user daily count
1127,user purchase platform
1149,article view ii
265,paint house ii
3891,minimum increase maximize special index
949,largest time given digit
1994,number good subset
2157,group string
1620,coordinate maximum network quality
1336,number transaction per visit
1714,sum special evenlyspaced element array
2370,longest ideal subsequence
2861,maximum number alloy
2514,count anagram
3048,earliest second mark index
1220,count vowel permutation
1938,maximum genetic difference query
1959,minimum total space wasted k resizing operation
2852,sum remoteness cell
1222,queen attack king
1879,minimum xor sum two array
2835,minimum operation form subsequence target sum
3291,minimum number valid string form target
2930,number string rearranged contain substring
2953,count complete substring
3513,number unique xor triplet
3514,number unique xor triplet ii
3709,design exam score tracker
2980,check bitwise trailing zero
275,hindex ii
333,largest bst subtree
578,get highest answer rate question
597,friend request overall acceptance rate
639,decode way ii
750,number corner rectangle
764,largest plus sign
893,group specialequivalent string
998,maximum binary tree ii
1033,moving stone consecutive
1040,moving stone consecutive ii
1076,project employee ii
1077,project employee iii
1113,reported post
1132,reported post ii
1142,user activity past day ii
1428,leftmost column least one
1241,number comment per post
1264,page recommendation
1322,ad performance
1357,apply discount every n order
1398,customer bought product b c
1453,maximum number dart inside circular dartboard
1445,apple orange
1586,binary search tree iterator ii
1826,faulty sensor
1868,product two runlength encoded array
1892,page recommendation ii
1947,maximum compatibility score sum
1973,count node equal sum descendant
2199,finding topic post
2289,step make array nondecreasing
2655,find maximal uncovered range
3527,find common response
3533,concatenated divisibility
2865,beautiful tower
3561,resulting string adjacent removal
2608,shortest cycle graph
3566,partition array two equal product subset
3688,bitwise even number array
2954,count number infection sequence
3697,compute decimal representation
3570,find book available copy
1098,unpopular book
612,shortest distance plane
1393,capital gainloss
2760,longest even odd subarray threshold
3690,split merge array transformation
3829,design ride sharing system
3816,lexicographically smallest string deleting duplicate character
2248,intersection multiple array
1983,widest pair index equal range sum
672,bulb switcher ii
1053,previous permutation one swap
1093,statistic large sample
1273,delete tree node
1246,palindrome removal
2321,maximum score spliced array
2216,minimum deletion make array beautiful
2309,greatest english letter upper lower case
1285,find start end number continuous range
1375,number time binary string prefixaligned
1369,get second recent activity
1417,reformat string
1469,find lonely node
1510,stone game iv
1474,delete n node node linked list
1573,number way split string
1576,replace avoid consecutive repeating character
1615,maximal network rank
1638,count substring differ one character
1681,minimum incompatibility
1808,maximize number nice divisor
1887,reduction operation make array element equal
1904,number full round played
2052,minimum cost separate sentence row
2015,average height building segment
2208,minimum operation halve array sum
2339,match league
2450,number distinct binary string applying operation
2599,make prefix sum nonnegative
2548,maximum price fill bag
2664,knight’s tour
2847,smallest number given digit product
3009,maximum number intersection chart
3038,maximum number operation score
3111,minimum rectangle cover point
3157,find level tree minimum sum
3099,harshad number
3259,maximum energy boost two drink
3377,digit operation make two integer equal
1839,longest substring vowel order
3393,count path given xor value
3144,minimum substring partition equal character frequency
2525,categorize box according criterion
2908,minimum sum mountain triplet
3772,maximum subgraph score tree
3797,count route climb rectangular grid
1624,largest substring two equal character
1189,maximum number balloon
3090,maximum length substring two occurrence
2204,distance cycle undirected graph
2299,strong password checker ii
2151,maximum good people based statement
1982,find array given subset sum
2180,count integer even digit sum
3132,find integer added array ii
3213,construct string minimum cost
3180,maximum total reward using operation
3181,maximum total reward using operation ii
3095,shortest subarray least k
2978,symmetric coordinate
3837,delayed count equal element
1835,find xor sum pair bitwise
1897,redistribute character make string equal
2811,check possible split array
2759,convert json string object
2152,minimum number line cover point
936,stamping sequence
2607,make ksubarray sum equal
3852,smallest pair different frequency
3556,sum largest prime substring
2642,design graph shortest path calculator
1003,check word valid substitution
1157,online majority element subarray
2428,maximum sum hourglass
1687,delivering box storage port
2712,minimum cost make character equal
2539,count number good subsequence
1487,making file name unique
3662,filter character frequency
3822,design order management system
1555,bank account summary
2549,count distinct number board
2836,maximize value function ball passing game
3015,count number house certain distance
3017,count number house certain distance ii
3799,word square ii
3680,generate schedule
2312,selling piece wood
1999,smallest greater multiple made two digit
2183,count array pair divisible k
2586,count number vowel string range
2524,maximum frequency score subarray
2557,maximum number integer choose range ii
1589,maximum sum obtained permutation
3820,pythagorean distance node tree
2903,find index index value difference
2905,find index index value difference ii
2475,number unequal triplet array
3711,maximum transaction without negative balance
2721,execute asynchronous function parallel
1599,maximum profit operating centennial wheel
2543,check point reachable
3435,frequency shortest supersequences
2213,longest substring one repeating character
2232,minimize result adding parenthesis expression
571,find median given frequency number
1294,weather type country
1440,evaluate boolean expression
786,kth smallest prime fraction
1159,market analysis ii
2862,maximum elementsum complete subset index
1183,maximum number one
1256,encode number
2080,range frequency query
1354,construct target array multiple sum
2499,minimum total cost make array unequal
2240,number way buy pen pencil
1364,number trusted contact customer
1419,minimum number frog croaking
2132,stamping grid
3098,find sum subsequence power
3083,existence substring string reverse
2249,count lattice point inside circle
3207,maximum point enemy battle
3525,find x value array ii
3524,find x value array
2068,check whether two string almost equivalent
2866,beautiful tower ii
1150,check number majority element sorted array
2957,remove adjacent almostequal character
2992,number selfdivisible permutation
3125,maximum number make result bitwise zero
3171,find subarray bitwise closest k
3135,equalize string adding removing character end
3200,maximum height triangle
1659,maximize grid happiness
831,masking personal information
3313,find last marked node tree
3399,smallest substring identical character ii
3540,minimum time visit house
2029,stone game ix
1519,number node subtree label
2662,minimum cost path special road
1675,minimize deviation array
2810,faulty keyboard
1830,minimum number operation make string sorted
3352,count kreducible number less n
2063,vowel substring
3106,lexicographically smallest string operation constraint
2318,number distinct roll sequence
3868,minimum cost equalize array using swap
1885,count pair two array
3187,peak array
439,ternary expression parser
1754,largest merge two string
964,least operator express number
2856,minimum array length pair removal
3177,find maximum length good subsequence ii
3176,find maximum length good subsequence
3155,maximum number upgradable server
3880,minimum absolute difference two value
2005,subtree removal game fibonacci tree
1917,leetcodify friend recommendation
1919,leetcodify similar friend
2846,minimum edge weight equilibrium query tree
2546,apply bitwise operation make string equal
2897,apply operation array maximize sum square
3031,minimum time revert word initial state ii
3029,minimum time revert word initial state
1746,maximum subarray sum one operation
1799,maximize score n operation
2378,choose edge maximize score tree
2440,create component value
573,squirrel simulation
1990,count number experiment
3065,minimum operation exceed threshold value
1745,palindrome partitioning iv
2993,friday purchase
1125,smallest sufficient team
625,minimum factorization
3766,minimum operation make binary palindrome
3067,count pair connectable server weighted tree network
3226,number bit change make two integer equal
2941,maximum gcdsum subarray
2456,popular video creator
2640,find score prefix array
3086,minimum move pick k one
1860,incremental memory leak
2931,maximum spending buying item
2673,make cost path equal binary tree
2605,form smallest number two digit array
2609,find longest balanced substring binary string
2564,substring xor query
2569,handling sum query update
2403,minimum time kill monster
3138,minimum length anagram concatenation
3091,apply operation make sum array greater equal k
3122,minimum number operation satisfy condition
2585,number way earn point
2121,interval identical element
1435,create session bar chart
1500,design file sharing system
1230,toss strange coin
580,count student number department
1459,rectangle area
1785,minimum element add form given sum
1064,fixed point
1635,hopper company query
1645,hopper company query ii
1651,hopper company query iii
1719,number way reconstruct tree
1705,maximum number eaten apple
1818,minimum absolute sum difference
1968,array element equal average neighbor
1961,check string prefix array
1967,number string appear substring word
2243,calculate digit sum string
2282,number people seen grid
2555,maximize win two segment
2848,point intersect car
2912,number way reach destination grid
3023,find pattern infinite stream
3037,find pattern infinite stream ii
3073,maximum increasing triplet value
3078,match alphanumerical pattern matrix
3192,minimum operation make binary array element equal one ii
3466,maximum coin collection
2636,promise pool
1627,graph connectivity threshold
2826,sorting three group
3511,make positive array
3115,maximum prime difference
2755,deep merge two object
1803,count pair xor range
1243,array transformation
1180,count substring one distinct letter
1271,hexspeak
1196,many apple put basket
3039,apply operation make string empty
2136,earliest possible day full bloom
3915,maximum sum alternating subsequence distance least k
2217,find palindrome fixed length
2072,winner university
2541,minimum operation make array equal ii
1238,circular permutation binary representation
3179,find nth value k second
3696,maximum distance unequal word array
2020,number account stream
1194,tournament winner
1212,team score football tournament
2186,minimum number step make two string anagram ii
1205,monthly transaction ii
2814,minimum time take reach destination without drowning
479,largest palindrome product
1030,matrix cell distance order
2743,count substring without repeating character
1126,active business
1333,filter restaurant veganfriendly price distance
2896,apply operation make two string equal
3205,maximum array hopping score
3221,maximum array hopping score ii
3827,count monobit integer
3853,merge close character
2584,split array make coprime product
2505,bitwise subsequence sum
3602,hexadecimal hexatrigesimal conversion
2932,maximum strong pair xor
2935,maximum strong pair xor ii
